BookID,Title,Author,Genre,Year,Copies
1900442,Lost over Secrets,Stephen Mehta,Philosophy,1916,56
1900443,Frozen under Worlds,Isaac Chatterjee,Non-Fiction,1961,24
1900444,Hidden beyond Darkness,Pooja Bhat,Drama,1903,2
1900445,Broken under Light,Charles Menon,Chemistry,1926,43
2000446,Eternal and Chronicle,Pooja Mukherjee,Physics,2026,28
1900447,Broken of Empire,Ashok Nair,Physics,1989,84
1900448,Rising in Storm,Sunil Vonnegut,Education,1922,53
1900449,Burning from Shadows,Shreya Woolf,Physics,1929,11
1900450,Broken over Kingdom,Suresh Kafka,Historical,1931,28
1900451,Cursed and Fire,Kurt Banerjee,Philosophy,1921,77
1900452,Silent of Horizon,Kiran Shetty,Mathematics,1981,48
1900453,Secret under Shadows,Ursula Wilde,Historical,1944,84
2000454,Lonely to Horizon,Shreya Dostoevsky,Self Help,2004,28
1900455,Timeless to Journey,Virginia Dickens,Non-Fiction,1929,76
1900456,Shattered from Shadows,Haruki Malhotra,Fantasy,1973,51
1900457,Fading within Path,Vikas Asimov,Horror,1923,43
1900458,Restless between Echoes,Agatha Vonnegut,Economics,1928,16
1900459,Unseen to Storm,Ishaan Bradbury,Fiction,1996,5
2000460,Secret between Horizon,Isaac Ghosh,Science Fiction,2004,9
2000461,Frozen to Horizon,Fyodor Coelho,Sociology,2013,88
1900462,Secret under Mirror,Margaret Dickens,Politics,1964,99
1900463,Midnight to Echoes,Anand Ghosh,Biology,1926,40
1900464,Fallen in Worlds,Rohan Vonnegut,Business,1987,96
1900465,Eternal between Worlds,Fyodor Nair,Fantasy,1927,38
1900466,Rising beyond Chronicle,Anita Shetty,Politics,1938,11
1900467,Eternal and Dreams,Kurt Kumar,Horror,1975,76
1900468,Twisted and Memory,Stephen Dostoevsky,Technology,1909,30
1900469,Golden and Echoes,William Shakespeare,Biology,1956,35
1900470,Wandering under Memory, Kapoor,Poetry,1999,98
1900471,Infinite under Hope,Nikhil Morrison,Biology,1964,67
1900472,Unseen beyond Blood,Franz Bradbury,Non-Fiction,1959,56
1900473,Hidden to Empire,Kavita Iyer,Science Fiction,1955,37
1900474,Fading to Journey,Kurt Tolstoy,Fiction,1992,97
1900475,Fading under Mirror,Charles Joshi,Technology,1908,79
2000476,Dark in Horizon,Stephen Hemingway,Autobiography,2012,2
1900477,Timeless and Time,Jane Joyce,Biography,1978,25
1900478,Restless within Secrets,Haruki Murakami,Education,1951,96
2000479,Wandering from Stars,Haruki Iyengar,Politics,2026,69
2000480,Crimson to Chronicle,Kurt Pillai,Drama,2018,15
2000481,Distant within Secrets,Prakash LeGuin,Sociology,2022,31
1900482,Forgotten beyond Fate,Haruki Kulkarni,Romance,1990,2
1900483,Hollow beyond Memory,Vikas Twain,Biology,1967,80
1900484,Sacred beyond Shadows,Kurt Dickens,Physics,1993,33
1900485,Fallen within Voices,Anand Melville,Economics,1904,7
1900486,Unseen over Echoes,William Reddy,Thriller,1910,13
1900487,Broken over Hope,Mark ConanDoyle,Young,1965,42
1900488,Timeless over Voices,Arjun ConanDoyle,Technology,1906,42
2000489,Distant and Ashes,Virginia Das,Business,2016,60
1900490,Midnight over Kingdom,Vikas Menon,Thriller,1965,75
1900491,Wandering between Fire,Arthur Dickens,Chemistry,1942,69
1900492,Twisted of Secrets,Charles Gupta,Mathematics,1915,83
1900493,Lost in Truth,Anita Shetty,Philosophy,1936,47
1900494,Cursed under Fire,Ashok Bronte,Non-Fiction,1973,89
2000495,Lonely over Voices, Vonnegut,Physics,2020,31
2000496,Secret beyond Fate,Amit Das,Business,2002,20
1900497,Restless over Memory,Emily Morrison,Children,1949,48
1900498,Frozen within Stars,Leo Malhotra,Autobiography,1947,11
2000499,Final over Horizon,Aldous Steinbeck,Politics,2010,14
1900500,Timeless from Secrets,Kiran Reddy,Non-Fiction,1966,97
1900501,Forgotten within Power,Mahesh Morrison,Mathematics,1902,27
1900502,Unseen between Path,Anand Joshi,Historical,1976,12
1900503,Broken beyond Secrets,Anand Khanna,Biography,1920,62
1900504,Lonely of Light,Margaret Kafka,Biography,1927,49
1900505,Sacred in Fate,Kurt Murakami,Horror,1964,36
1900506,Restless beyond Truth,Meera Sharma,Science Fiction,1966,90
1900507,Broken to Fire,Neil Kulkarni,Self Help,1959,1
1900508,Midnight under Night,Pooja Kafka,Horror,1955,66
2000509,Shattered between Kingdom,Ravi Dostoevsky,Biography,2003,79
2000510,Broken between Ashes,Aldous Nair,Autobiography,2017,55
2000511,Distant and Shadows,Isaac Sharma,Historical,2025,82
1900512,Sacred between Horizon,George Murakami,Philosophy,1932,50
1900513,Wandering within Worlds,Prakash Kafka,Young,1949,47
1900514,Infinite between Journey,Oscar Iyer,Romance,1926,76
1900515,Timeless over Blood,Neil Steinbeck,Mathematics,1965,68
1900516,Shattered under Blood,Aarav Murakami,Poetry,1942,98
1900517,Dark in Shadows,Suresh Pillai,Education,1938,85
1900518,Silent and Kingdom,Mark Morrison,Horror,1935,73
1900519,Hollow between Darkness,Herman Murakami,Drama,1943,16
2000520,Shattered beyond Empire,Ernest Shakespeare,Autobiography,2014,54
1900521,Broken from Blood,Arjun Banerjee,Non-Fiction,1917,89
1900522,Broken to Truth,Haruki ConanDoyle,Historical,1983,49
1900523,Forgotten over Fire,Stephen Singh,Science Fiction,1946,66
1900524,Distant between Silence,Margaret Borges,Technology,1992,53
1900525,Broken within Light,Kavita Dickens,Young,1911,11
1900526,Cursed under Night,Deepak Wilde,Education,1948,2
1900527,Rising beyond Empire,Pooja Patel,Education,1904,46
1900528,Midnight over Legacy,John ConanDoyle,Physics,1919,81
2000529,Shattered within Time,Charles Kafka,Technology,2011,19
1900530,Infinite between Legacy,Suresh Joyce,Romance,1913,74
1900531,Unseen of Journey,Pooja Marquez,Chemistry,1948,67
1900532,Sacred over Journey,James Asimov,Horror,1911,8
2000533,Hidden between Myth,John Shetty,Drama,2001,72
2000534,Rising beyond Darkness,Suresh Orwell,Biography,2026,66
2000535,Rising and Path,Ray Asimov,Historical,2023,30
2000536,Fallen beyond Dreams,Jorge Shakespeare,Philosophy,2026,63
1900537,Wandering and Darkness,Vikas Borges,Psychology,1989,11
2000538,Final of Empire,Amit Twain,Psychology,2000,30
2000539,Silent under Blood,Shreya Pawar,Philosophy,2019,55
2000540,Sacred between Time,Shreya Sharma,Mathematics,2014,22
1900541,Golden within Night,Jane Gupta,Poetry,1903,100
2000542,Burning from Horizon,Gabriel LeGuin,Sociology,2005,70
2000543,Rising from Night,Shreya Morrison,Romance,2025,14
1900544,Final from Dreams, Bose,Horror,1951,52
1900545,Restless between Light,Aldous Atwood,Non-Fiction,1993,55
2000546,Broken within Journey,William Malhotra,Adventure,2023,14
1900547,Frozen to Darkness,Neil Iyengar,Self Help,1948,35
1900548,Eternal and Myth,Aditya Chatterjee,Fantasy,1985,71
1900549,Frozen under Journey,Kavita Pillai,Economics,1950,12
1900550,Dark within Ashes,John Tolstoy,Biology,1983,69
2000551,Eternal within Darkness,Ishaan Gaiman,Mathematics,2020,94
1900552,Lonely to Chronicle,Ursula Joshi,Education,1951,49
1900553,Sacred of Echoes,Neha Twain,Romance,1913,26
2000554,Fading of Memory,Suresh Hemingway,Biology,2011,4
1900555,Rising over Horizon,Haruki Coelho,Education,1911,58
2000556,Ancient beyond Night,Meera Marquez,Philosophy,2010,79
1900557,Golden under Mirror,Ravi Das,Chemistry,1967,7
1900558,Dark beyond Truth,Shreya Patel,Non-Fiction,1924,35
1900559,Burning to Secrets,Suresh Shakespeare,Biology,1994,80
2000560,Timeless between Echoes,Gabriel Hemingway,Mathematics,2018,73
2000561,Wandering from Light,Suresh Naidu,Poetry,2015,81
1900562,Lost under Journey,Pooja LeGuin,Children,1992,66
1900563,Shattered from Mirror,Ray Dostoevsky,Romance,1952,96
2000564,Fallen between Dreams,Toni Patel,Non-Fiction,2026,59
1900565,Unseen to Light,Ishaan Bradbury,Mystery,1903,65
1900566,Burning in Fire,Paulo Huxley,Programming,1923,89
1900567,Sacred in Truth,Jorge Kafka,Non-Fiction,1925,66
1900568,Ancient over Fire, Dostoevsky,Business,1902,56
1900569,Distant over Path,Neha Hemingway,Children,1932,26
2000570,Hidden from Fire,Prakash Tolstoy,Historical,2000,47
1900571,Hidden in Fire,Margaret Vonnegut,Philosophy,1992,2
1900572,Forgotten to Night,Jane Borges,Poetry,1968,34
1900573,Forgotten and Dreams,William Nair,Economics,1965,86
1900574,Fallen between Power,Ananya Mehta,Mathematics,1946,37
1900575,Ancient in Voices,Kurt Sharma,Horror,1925,99
1900576,Secret and Memory,Kiran Deshmukh,Thriller,1981,51
1900577,Forgotten in Ashes,Priya King,Non-Fiction,1935,19
1900578,Timeless to Kingdom,Kiran Orwell,Biography,1935,75
1900579,Hidden over Truth,Jorge Bradbury,Thriller,1948,43
2000580,Frozen from Echoes,Nikhil Asimov,Poetry,2024,48
1900581,Dark and Night,James Naidu,Non-Fiction,1975,86
1900582,Golden and Ashes,Neha Joyce,Sociology,1960,33
1900583,Fallen in Chronicle,Kavita Shetty,Economics,1976,72
2000584,Broken under Echoes,Ashok Asimov,Philosophy,2000,57
1900585,Silent within Truth,Ravi Coelho,Self Help,1908,67
1900586,Distant to Worlds,Rahul Coelho,Fiction,1957,99
1900587,Final between Myth,George Morrison,Children,1995,75
2000588,Sacred over Mirror,Ravi Iyengar,Sociology,2003,93
2000589,Restless to Power,Rohan Bradbury,Poetry,2012,30
1900590,Golden under Truth,Gabriel Huxley,Education,1933,16
1900591,Broken within Blood,Margaret Ghosh,Romance,1935,63
1900592,Wandering and Blood,Toni Sharma,Mathematics,1953,26
1900593,Silent from Dreams,Rohan King,Programming,1993,95
1900594,Forgotten from Power,Aldous Kafka,Programming,1965,82
1900595,Broken to Secrets,Ray Malhotra,Children,1924,66
1900596,Forgotten within Empire,Paulo Murakami,Mathematics,1966,46
2000597,Ancient under Secrets,Ursula Nair,Psychology,2024,1
1900598,Timeless and Blood,Manoj Malhotra,Fantasy,1955,43
1900599,Shattered from Chronicle,Vikas Bradbury,Philosophy,1910,34
1900600,Burning within Time,Franz Shetty,Technology,1973,26
1900601,Infinite and Hope,Franz Ghosh,Technology,1955,41
1900602,Broken in Fate,Fyodor Nair,Adventure,1995,36
1900603,Infinite between Horizon,Virginia Hemingway,Biology,1909,36
1900604,Infinite to Shadows,Ernest Sharma,Sociology,1976,98
1900605,Unseen of Dreams,Arthur Khanna,Mathematics,1966,64
1900606,Timeless in Power,Sunil Morrison,Economics,1998,17
2000607,Secret to Truth,William Hemingway,Science Fiction,2012,96
1900608,Ancient over Time,Margaret Mukherjee,Thriller,1925,41
1900609,Fading over Truth,Ashok Huxley,Young,1929,99
1900610,Lonely under Mirror,Margaret Orwell,Self Help,1947,93
1900611,Hidden in Fate,John Banerjee,Economics,1998,90
1900612,Frozen in Fire,Ursula Joshi,Biology,1966,93
1900613,Lonely from Fire,Mark Naidu,Fiction,1913,1
2000614,Infinite between Shadows,Jane ConanDoyle,Chemistry,2024,26
1900615,Silent and Fire,Amit Joshi,Drama,1969,46
1900616,Final from Legacy,Deepak Singh,Poetry,1937,72
1900617,Distant and Hope,Neil Iyer,Programming,1933,41
1900618,Sacred in Time,Suresh Steinbeck,Poetry,1977,98
1900619,Lonely in Fire,Shreya Austen,Thriller,1978,11
2000620,Broken in Legacy,Aditya Kapoor,Philosophy,2003,55
1900621,Frozen within Fate,Ernest Morrison,Poetry,1946,78
2000622,Sacred of Memory,Meera Murakami,Mystery,2003,10
2000623,Wandering to Mirror,Leo King,Science Fiction,2018,58
2000624,Burning from Echoes,Ravi Banerjee,Business,2011,70
1900625,Sacred from Blood,Aditya Bronte,Economics,1980,57
1900626,Ancient from Memory,Arthur Reddy,Economics,1990,50
2000627,Hollow of Silence,Sunil Pillai,Economics,2026,71
2000628,Golden between Power,Rohan Mukherjee,Non-Fiction,2016,97
2000629,Sacred within Truth,Gabriel Steinbeck,Poetry,2012,78
1900630,Unseen within Fire,Agatha Patel,Economics,1901,57
2000631,Wandering over Memory,Leo LeGuin,Thriller,2013,62
2000632,Cursed from Ashes,Toni Mukherjee,Romance,2011,35
1900633,Shattered in Stars,James Deshmukh,Romance,1960,89
2000634,Final of Ashes,Rajesh Kafka,Science Fiction,2018,61
1900635,Eternal within Myth,Mark Rao,Non-Fiction,1933,91
1900636,Cursed from Darkness,Stephen Iyengar,Chemistry,1943,42
1900637,Timeless between Dreams,Haruki Steinbeck,Mystery,1939,97
1900638,Sacred from Myth,Arjun Shakespeare,Biography,1938,72
1900639,Eternal over Shadows,Vikas Chatterjee,Self Help,1939,37
1900640,Fallen in Myth,Priya Joyce,Fantasy,1943,88
2000641,Twisted within Blood,Meera Bhat,Horror,2010,59
1900642,Broken over Chronicle,Mahesh Tolstoy,Business,1961,27
1900643,Crimson to Time,Sunil Das,Children,1999,37
1900644,Final in Shadows,Neil Huxley,Horror,1972,66
1900645,Hidden from Secrets,Kiran Orwell,Education,1928,88
1900646,Dark under Time,Arthur Coelho,Business,1955,78
1900647,Twisted under Kingdom,Ananya Orwell,Horror,1904,43
1900648,Eternal within Path,Kiran Bose,Education,1928,92
2000649,Infinite over Dreams, Gupta,Fantasy,2021,78
1900650,Final within Power,Amit Steinbeck,Technology,1979,96
2000651,Frozen to Myth,Prakash Mehta,Business,2018,31
1900652,Frozen of Time,Gabriel Borges,Mathematics,1912,97
1900653,Golden within Legacy,Ananya Asimov,Poetry,1932,45
1900654,Midnight over Mirror,George Kapoor,Sociology,1917,11
2000655,Hollow over Fate,Nikhil Khanna,Young,2017,93
1900656,Secret over Voices,Arjun Joshi,Historical,1965,67
2000657,Shattered in Chronicle,Amit Kafka,Romance,2006,31
1900658,Midnight under Darkness,Aldous Morrison,Business,1974,65
1900659,Crimson within Storm,Vivek Ghosh,Physics,1907,9
1900660,Crimson over Voices,Toni Atwood,Chemistry,1950,76
1900661,Cursed between Voices,John Patel,Psychology,1901,22
1900662,Midnight to Journey,John Patel,Biology,1917,27
2000663,Fading under Truth,Ashok Asimov,Poetry,2010,46
1900664,Dark under Secrets,Rohan Gaiman,Thriller,1928,81
1900665,Midnight of Myth,George Sharma,Non-Fiction,1980,96
1900666,Rising beyond Chronicle,Aditya Menon,Poetry,1973,81
1900667,Distant from Horizon,Nikhil Steinbeck,Business,1966,57
2000668,Silent beyond Path,Aarav Hemingway,Mathematics,2025,62
1900669,Shattered from Truth,Suresh Asimov,Business,1915,15
1900670,Infinite in Empire,Ravi Khanna,Self Help,1926,67
1900671,Crimson over Stars,Haruki Hemingway,Physics,1989,82
1900672,Hollow and Storm,Charles Murakami,Horror,1938,50
1900673,Timeless in Journey,Vivek Bose,Autobiography,1957,96
2000674,Forgotten and Myth,Aarav Vonnegut,Fiction,2012,41
1900675,Fallen within Secrets,John Joshi,Self Help,1986,13
1900676,Restless within Blood,Ray Coelho,Education,1942,99
1900677,Restless to Stars,Ray Dickens,Romance,1922,74
1900678,Golden in Light,Prakash Bradbury,Philosophy,1908,82
1900679,Twisted beyond Legacy,Jane Austen,Adventure,1939,29
1900680,Crimson between Echoes,Aarav Melville,Biography,1999,11
1900681,Crimson beyond Path,Ishaan Bhat,Non-Fiction,1950,71
1900682,Infinite beyond Echoes,Aarav Iyer,Autobiography,1992,23
2000683,Midnight under Shadows,Paulo ConanDoyle,Technology,2018,96
2000684,Fading over Fire,Ashok Menon,Programming,2018,11
2000685,Rising beyond Voices,Kavita Joyce,Sociology,2000,97
1900686,Final over Memory,Anita Pawar,Biography,1956,48
1900687,Lonely over Power, Verma,Self Help,1966,64
1900688,Fading and Empire,Nikhil LeGuin,Physics,1978,79
1900689,Hollow from Secrets,Isaac Twain,Thriller,1975,45
1900690,Cursed of Truth,Franz Tolstoy,Fantasy,1942,93
1900691,Fallen of Stars,Charles Coelho,Autobiography,1977,74
1900692,Rising of Night,Vivek Wilde,Children,1933,11
1900693,Secret over Fire,Aditya Steinbeck,Chemistry,1975,99
1900694,Silent within Fate,Ananya Austen,Chemistry,1911,50
1900695,Fading under Silence,Paulo Pillai,Young,1931,82
2000696,Forgotten to Shadows,Prakash Singh,Politics,2002,90
1900697,Wandering over Ashes,Jane Ghosh,Education,1920,59
2000698,Eternal beyond Storm,Shreya Bose,Self Help,2020,30
1900699,Shattered and Hope,Meera Morrison,Thriller,1911,35
2000700,Fading within Shadows,Ananya Deshmukh,Economics,2002,54
1900701,Lost of Mirror,Ray ConanDoyle,Politics,1925,80
1900702,Distant over Ashes,Franz Borges,Technology,1994,62
1900703,Shattered and Secrets,George Austen,Fantasy,1940,95
1900704,Eternal in Night,Gabriel Kumar,Economics,1945,61
1900705,Shattered between Light,Deepak Reddy,Education,1924,4
2000706,Restless and Hope,Anita Joshi,Poetry,2004,30
1900707,Shattered beyond Mirror,Arjun Sharma,Technology,1990,48
1900708,Infinite within Echoes,Priya King,Biology,1910,52
1900709,Twisted to Legacy,Fyodor Menon,Historical,1926,89
1900710,Unseen under Storm,Anand Marquez,Non-Fiction,1916,38
1900711,Frozen of Silence,Margaret Verma,Drama,1977,31
1900712,Distant to Echoes,Oscar Morrison,Biography,1929,59
2000713,Twisted over Power,Kiran Marquez,Biography,2003,52
1900714,Burning of Ashes,Kavita Sharma,Autobiography,1922,42
2000715,Secret and Silence,Mahesh LeGuin,Mystery,2011,100
1900716,Cursed beyond Voices,Haruki Ghosh,Thriller,1970,97
1900717,Distant between Ashes,Emily Tolstoy,Romance,1929,25
1900718,Restless over Journey,Jorge Patel,Mathematics,1901,17
2000719,Crimson of Secrets,Virginia Malhotra,Business,2025,35
1900720,Lonely over Light,Pooja Mehta,Philosophy,1952,36
1900721,Silent between Hope,Gabriel Das,Thriller,1920,95
1900722,Ancient in Hope,Prakash Malhotra,Philosophy,1932,61
2000723,Wandering within Voices,Prakash Pawar,Poetry,2018,95
1900724,Timeless to Power,Agatha Pillai,Fantasy,1992,98
2000725,Final to Voices, ConanDoyle,Programming,2013,36
1900726,Forgotten and Empire,Shreya Deshmukh,Adventure,1912,88
1900727,Fading and Fate,William Bradbury,Thriller,1938,66
2000728,Secret of Hope,Ursula Bradbury,Mathematics,2018,92
1900729,Shattered of Voices,Rahul Hemingway,Biography,1938,74
1900730,Secret within Mirror,Charles Patel,Education,1936,67
1900731,Hidden beyond Kingdom,Kavita Nair,Non-Fiction,1928,18
1900732,Hollow to Night,Arthur Gaiman,Biography,1908,82
2000733,Restless to Chronicle,Rohan Dickens,Autobiography,2002,22
1900734,Silent from Echoes,Charles Marquez,Autobiography,1918,54
1900735,Wandering between Power,Rahul Morrison,Business,1953,72
1900736,Restless from Legacy,Charles Sharma,Fantasy,1993,79
1900737,Eternal within Hope,Virginia Patel,Philosophy,1948,12
1900738,Secret between Stars,Vikas Steinbeck,Programming,1968,24
1900739,Lonely between Power,Manoj Mehta,Drama,1918,71
1900740,Distant within Silence,Ishaan ConanDoyle,Young,1910,89
1900741,Shattered within Journey,Prakash Reddy,Fiction,1973,64
2000742,Midnight between Path,Ravi Patel,Philosophy,2012,39
1900743,Broken within Dreams,Amit Kumar,Poetry,1926,45
2000744,Twisted of Kingdom,Charles Orwell,Fantasy,2003,98
1900745,Lost to Blood,Kavita Patel,Biography,1962,49
1900746,Shattered and Shadows,Aarav Woolf,Physics,1927,13
1900747,Ancient and Light,Leo Coelho,Biography,1903,76
1900748,Dark within Echoes,Leo Reddy,Children,1930,15
2000749,Midnight within Dreams,Manoj Twain,Horror,2004,60
1900750,Golden from Shadows,Ravi Bhat,Romance,1909,15
1900751,Hollow over Blood,Arthur Atwood,Thriller,1968,66
1900752,Burning over Stars,Ursula Mehta,Sociology,1923,100
1900753,Wandering from Shadows,Toni Kapoor,Mystery,1997,77
1900754,Distant and Stars,Vivek Bronte,Psychology,1973,97
1900755,Infinite from Stars, Asimov,Business,1932,69
1900756,Final to Time,William Twain,Chemistry,1905,1
1900757,Sacred beyond Legacy,Amit Coelho,Romance,1919,96
1900758,Rising under Night,Meera Shetty,Economics,1953,34
1900759,Midnight under Journey,James Joshi,Mathematics,1932,94
2000760,Frozen in Legacy,Kiran Austen,Fantasy,2003,17
1900761,Hollow in Storm,Sanjay Rao,Young,1939,69
2000762,Wandering from Empire,Deepak Twain,Non-Fiction,2008,56
1900763,Cursed to Legacy,Ravi Orwell,Self Help,1923,68
2000764,Infinite from Blood,Ashok Pillai,Technology,2024,6
1900765,Unseen within Time,Neil Wilde,Psychology,1923,68
1900766,Unseen from Dreams,Kavita Orwell,Biology,1985,73
1900767,Lost to Horizon,Shreya Patel,Economics,1930,41
1900768,Fading to Fire,Isaac Huxley,Psychology,1986,70
1900769,Silent between Fate,Kavita Rao,Chemistry,1931,16
1900770,Secret over Voices,Ananya Banerjee,Fantasy,1935,86
1900771,Shattered from Storm,William Singh,Horror,1924,11
1900772,Rising between Blood,John Borges,Business,1969,6
1900773,Ancient between Horizon,Toni Pawar,Thriller,1967,58
1900774,Final in Memory,John Joshi,Politics,1975,15
1900775,Golden between Memory, Mehta,Education,1945,35
2000776,Timeless under Fire,Herman Iyer,Education,2002,58
1900777,Golden within Shadows,Ray Steinbeck,Drama,1983,58
1900778,Distant within Myth,Aditya Mukherjee,Biography,1911,68
1900779,Hidden between Worlds,Priya Shetty,Poetry,1978,85
1900780,Unseen of Voices,Vikas Chatterjee,Biology,1926,61
2000781,Midnight under Fire,Kurt Huxley,Young,2002,100
2000782,Fading over Voices,Ravi Christie,Economics,2012,36
1900783,Midnight and Mirror,Vivek Orwell,Drama,1956,21
1900784,Forgotten to Night,James Sharma,Biology,1918,33
1900785,Golden from Empire,Anand Coelho,Romance,1987,20
1900786,Wandering and Time,Ishaan Bradbury,Programming,1971,32
2000787,Broken beyond Myth,Sanjay Joshi,Mathematics,2006,58
1900788,Lost of Horizon,John Gupta,Physics,1960,80
1900789,Midnight between Horizon,Charles Das,Physics,1978,9
1900790,Dark within Mirror,Neil Bose,Children,1939,88
1900791,Broken in Light,Mark Atwood,Historical,1950,93
1900792,Frozen in Memory,Aarav Kapoor,Drama,1988,95
1900793,Crimson of Horizon,Ashok Nair,Historical,1956,8
2000794,Golden of Journey,Priya Nair,Education,2011,24
1900795,Hollow to Voices,Amit Borges,Self Help,1928,83
2000796,Frozen and Dreams,Toni Coelho,Chemistry,2005,22
1900797,Lost in Shadows,Pooja Khanna,Physics,1974,49
1900798,Rising of Hope,Gabriel Hemingway,Historical,1974,12
1900799,Cursed to Horizon,Agatha Ghosh,Science Fiction,1905,97
1900800,Fading over Blood,Neha Banerjee,Children,1958,28
1900801,Fallen of Chronicle,Ursula LeGuin,Thriller,1904,80
1900802,Infinite of Legacy,Kavita Woolf,Self Help,1938,44
1900803,Dark to Mirror,Sunil Huxley,Autobiography,1915,98
1900804,Twisted and Echoes,James Atwood,Mathematics,1994,31
1900805,Sacred beyond Memory,Aditya Bose,Horror,1941,37
1900806,Rising of Fate,Kiran Singh,Chemistry,1959,95
1900807,Restless over Blood,Vikas Sharma,Programming,1935,61
1900808,Restless within Stars,Aldous Mukherjee,Science Fiction,1952,1
1900809,Crimson to Worlds,Aarav Ghosh,Autobiography,1972,75
1900810,Secret from Path,Mahesh Gupta,Poetry,1910,34
2000811,Lonely from Fire,Aditya Iyengar,Biology,2015,21
1900812,Hollow under Hope,Kiran Menon,Children,1994,31
1900813,Fallen under Shadows,Ravi Sharma,Science Fiction,1956,72
1900814,Hidden from Kingdom,Priya Dickens,Chemistry,1989,77
2000815,Rising to Ashes,Emily Bose,Thriller,2020,95
1900816,Golden to Power,Emily Pillai,Fantasy,1970,65
1900817,Golden in Myth,Ashok Melville,Psychology,1921,54
1900818,Final within Hope,Vivek Woolf,Philosophy,1955,28
2000819,Frozen over Empire,Jorge Gupta,Thriller,2018,23
1900820,Forgotten beyond Myth,Kavita Joyce,Horror,1934,99
1900821,Unseen in Legacy,Isaac Deshmukh,Mystery,1969,2
2000822,Golden of Blood,Haruki Wilde,Business,2027,11
2000823,Shattered over Echoes,Prakash Hemingway,Politics,2018,29
2000824,Sacred in Silence,Rajesh Orwell,Sociology,2009,52
2000825,Shattered over Truth,Haruki Singh,Education,2018,19
1900826,Fallen under Silence,Gabriel Deshmukh,Mathematics,1979,37
1900827,Midnight under Darkness,Jorge Rao,Economics,1972,57
2000828,Dark to Mirror,Arthur Coelho,Autobiography,2008,62
1900829,Lonely of Worlds,Mark King,Historical,1933,27
1900830,Ancient to Light,Prakash Singh,Historical,1914,3
1900831,Restless from Mirror,Manoj Christie,Fiction,1909,6
1900832,Secret within Dreams,Prakash Kafka,Poetry,1940,83
2000833,Lonely to Hope,Suresh Twain,Fantasy,2027,64
2000834,Unseen from Voices,Rahul Wilde,Biology,2008,93
1900835,Distant between Voices,Virginia Joshi,Politics,1924,26
2000836,Dark of Horizon,Agatha Menon,Programming,2019,60
1900837,Burning to Mirror, Asimov,Programming,1925,27
2000838,Broken over Chronicle,Kavita Naidu,Economics,2001,75
1900839,Infinite and Horizon,Leo Pawar,Mystery,1931,55
2000840,Hollow in Voices,Virginia Shakespeare,Historical,2017,57
1900841,Eternal in Memory,Vikas Dostoevsky,Horror,1958,96
1900842,Silent to Silence,Emily Khanna,Fiction,1951,9
1900843,Twisted within Shadows,James Austen,Business,1917,50
1900844,Broken over Secrets,Kiran Sharma,Historical,1907,21
2000845,Burning over Light,Ray Joyce,Self Help,2022,71
1900846,Fading in Shadows,Ray King,Adventure,1996,67
1900847,Frozen from Path,Virginia Murakami,Fiction,1940,86
1900848,Final between Shadows,Oscar Banerjee,Autobiography,1985,58
1900849,Eternal from Light, Huxley,Programming,1955,40
1900850,Dark from Dreams,Gabriel Steinbeck,Non-Fiction,1960,80
1900851,Dark of Blood,Toni Iyer,Adventure,1999,97
1900852,Hidden of Time,Kurt Pillai,Psychology,1984,54
1900853,Fading beyond Truth,Oscar Vonnegut,Education,1923,6
1900854,Unseen over Mirror,George Marquez,Chemistry,1996,65
1900855,Shattered between Secrets,Nikhil ConanDoyle,Mathematics,1917,29
1900856,Sacred beyond Silence,Anita Nair,Romance,1968,54
1900857,Unseen under Myth,Gabriel Verma,Chemistry,1906,98
1900858,Sacred of Kingdom,Ishaan Malhotra,Philosophy,1943,22
1900859,Twisted between Fate,John Malhotra,Chemistry,1962,87
1900860,Eternal within Storm,Emily Nair,Fantasy,1935,86
1900861,Forgotten under Dreams,Kiran Nair,Biology,1958,65
1900862,Distant of Darkness,Aditya Malhotra,Physics,1966,75
1900863,Restless beyond Dreams,Paulo Bradbury,Mystery,1972,27
1900864,Distant and Kingdom,Pooja Bradbury,Horror,1964,29
1900865,Timeless of Power,Kurt Iyengar,Romance,1950,100
1900866,Ancient between Storm,Sunil Bose,Psychology,1925,31
1900867,Midnight and Fire,Shreya Pillai,Science Fiction,1980,25
1900868,Shattered and Light,Haruki Twain,Romance,1946,57
1900869,Broken over Dreams,Jane Morrison,Horror,1953,94
2000870,Midnight to Blood,Shreya Singh,Education,2002,52
1900871,Dark beyond Night,Shreya Pawar,Drama,1963,77
1900872,Frozen within Kingdom,Anita Wilde,Thriller,1973,20
1900873,Broken beyond Darkness,Deepak Singh,Horror,1976,18
1900874,Unseen of Secrets,Manoj Hemingway,Business,1941,20
1900875,Ancient in Echoes,Paulo Khanna,Historical,1971,30
1900876,Burning under Mirror,Emily Shakespeare,Programming,1953,27
1900877,Twisted over Chronicle,James Verma,Fiction,1983,95
1900878,Golden within Fate,Toni Joyce,Education,1941,68
1900879,Wandering to Truth,Arthur Woolf,Romance,1999,21
1900880,Rising of Fire,Herman Coelho,Fiction,1993,74
1900881,Cursed within Dreams,James Reddy,Romance,1999,74
2000882,Twisted beyond Voices,Ashok Gaiman,Children,2017,52
1900883,Fallen within Journey,Rahul Huxley,Mathematics,1981,38
